Name,taxonomy_id,genome_size,,Source (only if perplexity ai is used)
Pleurocapsa minor,54308,5245920,,
Aurantimicrobium sp. MWH-Mo1,1987356,1748063,,
Stenotrophomonas sp. MYb57,1827305,4694453,,
Methylomonas sp. LW13,107637,5233523,,
Vibrio tritonius,1435069,5221926,,
Spiribacter salinus,1335746,1739487,,
Cryobacterium sp. LW097,1978566,3959889,,
Aliivibrio wodanis,80852,4635126,,
Treponema paraluiscuniculi,53435,1133390,,
Mycoplasma pullorum,48003,953874,,
Nocardiopsis alba,53437,5861114,,
Sedimentisphaera cyanobacteriorum,1940790,2951611,,
Moritella viscosa,80854,5165999,,
Orientia tsutsugamushi,784,2078193,,
Rickettsia typhi,785,1112372,,
Rickettsia akari,786,1231060,,
Rickettsia australis,787,1323280,,
Rickettsia conorii,781,1268755,,
Rickettsia prowazekii,782,1109804,,
Rickettsia rickettsii,783,1257710,,
Asticcacaulis excentricus,78587,4308776,,
Corynebacterium variabile,1727,3192709,,
Corynebacterium renale,1724,2335089,,
Corynebacterium xerosis,1725,2738835,,
Rickettsia canadensis,788,1150228,,
Sphingomonas melonis,152682,3929644,,
Vibrio crassostreae,246167,5153900,,
Corynebacterium callunae,1721,2928683,,
Rhodothermaceae bacterium RA,1779382,4653222,,
Pragia sp. CF-458,2498113,4631943,,
Oligotropha carboxidovorans,40137,3896074,,
Devriesea agamarum,472569,2958880,,
Chlamydia felis,83556,1173791,,
Bifidobacterium gallinarum,78344,2578784,,
Chlamydia psittaci,83554,1179220,,
Chlamydia abortus,83555,1149233,,
Parachlamydia acanthamoebae,83552,3072383,,
Cyanobacterium aponinum,379064,4176973,,
Aliivibrio salmonicida,40269,4655660,,
Simiduia agarivorans,447471,4274427,,
Streptomyces bingchenggensis,379067,11936683,,
Corynebacterium imitans,156978,2565606,,
Citrobacter portucalensis,1639133,5358657,,
Corynebacterium riegelii,156976,2563723,,
Delftia sp. HK171,1920191,6449030,,
Meiothermus silvanus,52022,3721669,,
Bacillus glycinifermentans,1664069,4810226,,
Pseudomonas sp. M30-35,1981174,4926954,,
Leptospira santarosai,28183,3983611,,
Carnobacterium sp. CP1,1564681,2614401,,
Paenibacillus sp. CAA11,1532905,4888410,,
Vitreoscilla filiformis,63,3787551,,
Mycoplasma sp. 237IA,538220,737591,,
Nocardioides sp. 78,2045452,3881193,,
Microbacterium sp. TPU 3598,1938334,3822982,,
Lysobacter enzymogenes,69,6096022,,
Spirochaeta thermophila,154,2560222,,
Pseudomonas sp. SNU WT1,2518644,5685196,,
Lactobacillus pentosus,1589,3671373,,
Brevundimonas sp. SGAir0440,2579977,3153531,,
Nocardioides sp. MMS17-SY207-3,2518371,3974362,,
Burkholderiales bacterium GJ-E10,1469502,3276549,,
Weissella confusa,1583,2216758,,
Lactobacillus brevis,1580,2529623,,
Lactobacillus buchneri,1581,2537205,,
Enterobacter sp. N18-03635,2500132,4687155,,
Yangia sp. CCB-MM3,1792508,5522061,,
Lactobacillus delbrueckii,1584,1891796,,
Pseudoalteromonas sp. SM9913,234831,4037671,,
Mycoplasma columborale,171282,966675,,
Campylobacter pinnipediorum,1965231,1744112,,
Staphylococcus sp. AntiMn-1,1715860,2738396,,
Mycoplasma glycophilum,171285,973410,,
Methylorubrum zatmanii,29429,5229025,,
Sulfitobacter sp. SK011,1389004,4190786,,
Sulfitobacter sp. SK012,1389005,5176795,,
Kingella kingae,504,1991016,,
Singulisphaera acidiphila,466153,9755686,,
Legionella oakridgensis,29423,2668211,,
Thermomicrobium roseum,500,2920744,,
Yersinia enterocolitica,630,4548822,,
Vibrio rumoiensis,76258,4207152,,
Yersinia pestis,632,4658411,,
Yersinia pseudotuberculosis,633,4839430,,
Arthrospira platensis,118562,5728646,,
Edwardsiella tarda,636,3720168,,
Pseudomonas sp. TMW 2.1634,1886807,5666948,,
Arsenophonus nasoniae,638,4987107,,
Marinobacter sp. Arc7-DN-1,2304594,4300456,,
Prochlorococcus marinus,1219,1704176,,
Hymenobacter sp. PAMC 26554,1484116,5146772,,
Burkholderia sp. PAMC 26561,1795043,9055344,,
Clostridium taeniosporum,394958,3503506,,
Kitasatospora sp. MMS16-BH015,2018025,8963858,,
Streptomyces sp. M56,1495638,11742376,,
Monoglobus pectinilyticus,1981510,2759678,,
Crenobacter cavernae,2290923,3271767,,
Candidatus Rickettsiella viridis,676208,1579735,,
Zhongshania aliphaticivorans,1470434,4204359,,
Sporosarcina ureae,1571,3362333,,
Vagococcus teuberi,519472,2184285,,
Sphingomonas taxi,1549858,4061902,,
Erythrobacter sp. YH-07,2182384,3372129,,
Haematospirillum jordaniae,1549855,2467625,,
Gemmata sp. SH-PL17,1630693,9045424,,
Listeria innocua,1642,2922148,,
Thermodesulfovibrio yellowstonii,28262,2003803,,
Psychroserpens sp. NJDZ02,2570561,4319537,,
Prosthecochloris aestuarii,1102,2579695,,
Rubrivivax gelatinosus,28068,5075359,,
Bacillus atrophaeus,1452,4175060,,
Sphingosinicella sp. BN140058,1892855,6077080,,
Gordonibacter massiliensis,1841863,3876483,,
Chloroflexus aurantiacus,1108,5258541,,
Psychrobacter cryohalolentis,330922,3108645,,
Mogibacterium diversum,114527,1815831,,
Shewanella loihica,359303,4602594,,
Streptomyces pluripotens,1355015,7346075,,
Devosia sp. A16,1736675,5032994,,
Algibacter alginicilyticus,1736674,3994770,,
Candidatus Kuenenia stuttgartiensis,174633,4334932,,
Brevibacterium siliguriense,1136497,4023083,,
Owenweeksia hongkongensis,253245,4000057,,
Pseudomonas cerasi,1583341,5711064,,
Sporosarcina sp. P33,1930764,3235441,,
Citromicrobium sp. JL477,1634516,3258499,,
Lactobacillus apis,303541,1683102,,
Francisella sp. TX077310,573570,2237379,,
Spiroplasma litorale,216942,1225519,,
Spiroplasma turonicum,216946,1261374,,
Anabaena sp. WA102,1647413,5782034,,
Microbacterium oleivorans,273677,2996750,,
Spiroplasma syrphidicola,216945,1107344,,
Marinilactibacillus sp. 15R,1911586,2767908,,
Kerstersia gyiorum,206506,3982678,,
Candidatus Thioglobus autotrophicus,1705394,1512449,,
Rickettsia monacensis,109232,1353450,,
Glaciecola sp. 4H-3-7+YE-5,983545,5393591,,
Sphingobium hydrophobicum,1673076,4532113,,
Vibrio sp. HBUAS61001,2479546,4009379,,
Helicobacter pullorum,35818,1787994,,
Sporosarcina sp. PTS2304,2283194,3495830,,
Ornithinimicrobium sp. AMA3305,2283195,3918911,,
Kluyvera intermedia,61648,4938529,,
Lactobacillus hokkaidonensis,1193095,2400586,,
Lelliottia amnigena,61646,4599109,,
Enterobacteriaceae bacterium strain FGI 57,693444,4762179,,
Comamonas aquatica,225991,3969186,,
Enterobacter asburiae,61645,4768325,,
Helicobacter heilmannii,35817,1638988,,
Bordetella holmesii,35814,3696575,,
Methylobacterium brachiatum,269660,5807243,,
Bdellovibrio bacteriovorus,959,3830427,,
Chlamydia pneumoniae,83558,1225935,,
Clostridium sp. AWRP,2212991,4579117,,
Brenneria rubrifaciens,55213,4028093,,
Petrimonas mucosa,1642646,3717632,,
Pseudomonadaceae bacterium SI-3,2079806,4838607,,
Rickettsia massiliae,35791,1327450,,
Rhodococcus sp. BH4,1807790,7019149,,
Actinomyces sp. oral taxon 897,2081702,3249416,,
Arachidicoccus sp. BS20,1850526,3492500,,
Chlamydia caviae,83557,1181356,,
Mycolicibacterium rutilum,370526,5987931,,
Friedmanniella sagamiharensis,546874,4405285,,
Corynebacterium deserti,1408191,3033893,,
Micromonospora auratinigra,261654,6758600,,
Rhodanobacteraceae bacterium Dysh456,2010829,2874969,,
Moritella yayanosii,69539,4433651,,
Rhodococcus sp. X156,2499145,3723718,,
Selenomonas sputigena,69823,2568361,,
Beijerinckiaceae bacterium RH AL1,2572036,4353888,,
Neorickettsia sennetsu,951,859006,,
Nocardioides sp. JS614,196162,5293685,,
Francisella philomiragia,28110,2017543,,
Bacteroides heparinolyticus,28113,3608975,,
Lonsdalea britannica,1082704,4015569,,
Gordonia sp. YC-JH1,2059875,4193324,,
Streptococcus sp. A12,1759399,1848280,,
Mycolicibacterium vanbaalenii,110539,6491865,,
Bacillus sp. IHB B 7164,1827146,5600842,,
Paenibacillus swuensis,1178515,5012599,,
Halomonas sp. GT,1971364,4158464,,
Helicobacter mustelae,217,1576607,,
Helicobacter felis,214,1672681,,
Helicobacter acinonychis,212,1557588,,
Helicobacter cinaedi,213,2101402,,
Helicobacter pylori,210,1624458,,
Candidatus Endomicrobium trichonymphae,1408204,1148570,,
Janthinobacterium agaricidamnosum,55508,5949001,,
Mesoplasma coleopterae,324078,803948,,
Pseudomonas sp. DG56-2,2320270,5820432,,
Ketogulonicigenium robustum,92947,2713835,,
Chromobacterium sp. ATCC 53434,2059672,5138981,,
Paenibacillus kribbensis,172713,5778702,,
Brucella vulpis,981386,3238140,,
Flavobacteriaceae bacterium F202Z8,2583587,4723614,,
Cellulosimicrobium sp. TH-20,1980001,4299166,,
Calothrix sp. NIES-2098,1954171,8878628,,
Calothrix sp. NIES-2100,1954172,9963103,,
Lelliottia nimipressuralis,69220,4605346,,
Dickeya paradisiaca,69223,4679450,,
Citrobacter pasteurii,1563222,5021319,,
Phascolarctobacterium succinatutens,626940,2345971,,
Streptomyces sp. 2114.2,1881022,8620263,,
Candidatus Profftella armatura,669502,464857,,
Sphaerospermopsis kisseleviana,289435,5398248,,
Bacillus sp. Y-01,2052936,5130901,,
Alcanivorax pacificus,1306787,4168427,,
Actinomyces viscosus,1656,3491241,,
Rhizobium sp. NXC14,1981173,6686318,,
Bradyrhizobium sp. CCBAU 51778,1325107,9342022,,
Flavobacteriaceae bacterium UJ101,1150389,3074209,,
Enterobacteriaceae bacterium S05,2052938,5157054,,
Streptococcus pseudoporcinus,361101,2156061,,
Dinoroseobacter shibae,215813,4417868,,
Arthrobacter sp. ERGS1:01,1704044,4936686,,
Anabaenopsis circularis,109266,7069985,,
Chromobacterium rhizoryzae,1778675,5334040,,
Thermotoga sp. RQ7,126738,1851618,,
Apibacter sp. HY041,2500547,3293048,,
Bacteroides salanitronis,376805,4308663,,
Capnocytophaga gingivalis,1017,2838633,,
Neoasaia chiangmaiensis,320497,3407860,,
Citrobacter sp. CRE-46,1703250,6081860,,
Streptococcus pantholopis,1811193,2241302,,
Formosa sp. Hel1_33_131,1336794,2525180,,
Entomoplasma luminosum,214888,1031560,,
Chryseobacterium piperi,558152,4501946,,
Azospirillum sp. M2T2B2,682998,6316263,,
Chlamydia muridarum,83560,1080451,,
Candidatus Blochmannia floridanus,203907,705557,,
Melissococcus plutonius,33970,2067831,,
Spiroplasma corruscae,216934,1204639,,
Thermus brockianus,56956,2423923,,
Sphingobium chlorophenolicum,46429,4796122,,
Synechococcus sp. WH 8109,166314,2111515,,
Marinobacter sp. LV10R510-11A,1415568,4436589,,
Geobacter sp. DSM 9736,1277350,3957783,,
Rhizobium sp. IRBG74,424182,"5,375,961",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7471376/
Enterobacter sp. FY-07,1692238,5138701,,
Neorhizobium sp. SOG26,2060726,4561173,,
Streptococcus sp. FDAARGOS_522,2420310,2101126,,
Caldicellulosiruptor lactoaceticus,52766,2707209,,
Chryseobacterium sp. IHB B 17019,1721091,4077766,,
Lysinimonas sp. 2DFWR-13,2419774,3097107,,
Gryllotalpicola sp. 2DFW10M-5,2419771,3677803,,
Klebsiella sp. P1CD1,2267618,5739899,,
Lactococcus sp. 1JSPR-7,2419773,2758410,,
Lactobacillus sp. BHWM-4,2419772,1289211,,
Legionella endosymbiont of Polyplax serrata,2005262,529746,,
Bosea sp. RAC05,1842539,5620120,,
Ramlibacter tataouinensis,94132,4070193,,
Streptococcus infantarius,102684,1958742,,
Streptococcus urinalis,149016,2144000,,
Porphyrobacter sp. LM 6,1896196,2979257,,
Pelobacter sp. SFB93,1842532,3218469,,
Acidovorax sp. RAC01,1842533,4574859,,
Sinorhizobium sp. RAC02,1842534,6626583,,
Blastomonas sp. RAC04,1842535,4403499,,
Agrobacterium sp. RAC06,1842536,4964647,,
Hydrogenophaga sp. RAC07,1842537,4674684,,
Scytonema sp. NIES-4073,2005464,9848021,,
Erwinia pyrifoliae,79967,4075681,,
Blattabacterium sp. (Nauphoeta cinerea),1316444,626626,,
bacterium 2013Arg42i,1561003,2149384,,
Chondrocystis sp. NIES-4102,2005460,5002520,,
Pseudodesulfovibrio aespoeensis,182210,3629109,,
Prevotella melaninogenica,28132,3168282,,
[Clostridium] saccharolyticum,84030,4662871,,
Pseudoclostridium thermosuccinogenes,84032,4731216,,
Calothrix sp. 336/3,1337936,6420126,,
Nonlabens dokdonensis,328515,3845825,,
Brachybacterium sp. P6-10-X1,1903186,4385603,,
Vibrio cholerae,666,4138412,,
Glaciecola sp. THG-3.7,2489595,4606342,,
Sphingomonas sp. Cra20,1327635,5038478,,
Winogradskyella sp. PG-2,754409,3811479,,
Nitrosomonas europaea,915,2812094,,
Nitrosomonas eutropha,916,2781824,,
Serratia sp. FS14,1327989,5249875,,
Nitrobacter winogradskyi,913,3402093,,
Nitrobacter hamburgensis,912,5011522,,
Tessaracoccus flavus,1610493,3222890,,
Bathymodiolus septemdierum thioautotrophic gill symbiont,113267,1469434,,
Streptococcus macedonicus,59310,2163740,,
Hymenobacter sp. PAMC 26628,1484118,5366977,,
Capnocytophaga sp. oral taxon 878,1316596,2990835,,
Gordonia alkanivorans,84096,4979656,,
Pajaroellobacter abortibovis,1882918,1821632,,
Brevibacterium sandarakinum,629680,4441057,,
Halomonas sp. hl-4,1761789,4238682,,
Salinimonas lutimaris,914153,4123530,,
Kangiella geojedonensis,914150,2495242,,
Streptococcus cristatus,45634,2000351,,
Pseudomonas sp. DR 5-09,1534110,6427864,,
Pseudomonas sp. 31-12,2201356,6730253,,
Novosphingobium sp. P6W,1609758,6606532,,
Phenylobacterium sp. HYN0004,2201350,2828535,,
Miniimonas sp. S16,2171623,3772642,,
Streptomyces violaceoruber,1935,8629698,,
Halotalea alkalilenta,376489,4465828,,
Agrobacterium sp. 33MFTa1.1,1279031,5320996,,
Clostridium sp. JN-1,2483110,2795954,,
Salinispora tropica,168695,5183331,,
Rivularia sp. PCC 7116,373994,8728773,,
Oxalobacter formigenes,847,2468871,,
Thermus scotoductus,37636,2231550,,
Wolinella succinogenes,844,2110355,,
Ochrobactrum pseudogrignonense,419475,4974493,,
Bordetella petrii,94624,5287950,,
Sandaracinus amylolyticus,927083,10327335,,
Lawsonia intracellularis,29546,1719192,,
Oleispira antarctica,188908,3734510,,
Candidatus Cyclonatronum proteinivorum,1457365,4294247,,
Cloacibacterium normanense,237258,2759562,,
Burkholderia sp. MSMB0266,1637837,7081173,,
Tatumella citrea,53336,4490981,,
Mycobacterium sp. YC-RL4,1682113,6053985,,
Burkholderia sp. MSMB617WGS,1637831,6913798,,
Bacillus thuringiensis,1428,6260142,,
Desulfovibrio magneticus,184917,5315620,,
Sedimentisphaera salicampi,1941349,3192293,,
Corallococcus coralloides,184914,10080619,,
Pseudomonas plecoglossicida,70775,5525520,,
Acidovorax avenae,80867,5482170,,
Delftia acidovorans,80866,6767514,,
Oscillatoria nigro-viridis,482564,8272254,,
Acidovorax sp. T1,1858609,4416593,,
Enterococcus cecorum,44008,2421598,,
Tetragenococcus osmophilus,526944,2384293,,
Lactobacillus koreensis,637971,3006812,,
Candidatus Pelagibacter ubique,198252,1274624,,
Caldicellulosiruptor saccharolyticus,44001,2970275,,
Acidovorax citrulli,80869,4956056,,
Acidovorax cattleyae,80868,5609245,,
Massilia violaceinigra,2045208,7530059,,
Chlamydia avium,1457141,1051102,,
Streptomyces xinghaiensis,1038928,7137891,,
Pseudomonas sp. s211(2017),2045200,5948615,,
Eubacterium callanderi,53442,4316707,,
Yersinia similis,367190,4964409,,
Nodularia spumigena,70799,5386612,,
Peptoclostridium acidaminophilum,1731,3055036,,
Fusobacterium sp. oral taxon 203,671211,2126947,,
Lysobacter capsici,435897,6270417,,
Silvanigrellales bacterium RF1110005,2493639,3668465,,
Fibrella aestuarina,651143,6937263,,
Calothrix sp. PCC 7507,99598,7023215,,
Candidatus Desulforudis audaxviator,471827,2212508,,
Rathayibacter rathayi,33887,3103889,,
Hydrogenovibrio thermophilus,265883,2612894,,
Paraburkholderia caffeinilytica,1761016,8324638,,
Neisseria sp. KEM232,655307,2371912,,
Pseudomonas trivialis,200450,5634667,,
Brevundimonas sp. MF30-B,2561924,2801126,,
Streptomyces sp. SirexAA-E,862751,7414440,,
Thiolapillus brandeum,1076588,3153637,,
Gammaproteobacteria bacterium ESL0073,2070539,3301370,,
Lysinibacillus sp. Marseille-P5727,2086577,4220244,,
Pseudomonas litoralis,797277,3987942,,
Pseudomonas parafulva,157782,4954362,,
Pseudomonas cremoricolorata,157783,4655082,,
Pasteurella dagmatis,754,2287213,,
Chania multitudinisentens,1639108,5488183,,
Streptomyces sp. PVA 94-07,1223307,6800000,,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2017.02305/full
Pseudomonas sp. LTJR-52,2479392,5539211,,
Lactobacillus paracasei,1597,3025352,,
Lactobacillus gasseri,1596,1892784,,
Myxococcus hansupus,1297742,9490432,,
Sulfurospirillum halorespirans,194424,3029840,,
Desulfovibrio carbinolicus,296842,4688868,,
Janthinobacterium sp. 17J80-10,2497863,4020072,,
Peptoniphilus harei,54005,1929566,,
Peptoniphilus ivorii,54006,1587771,,
Cellulosilyticum sp. WCF-2,2497860,4779774,,
Bordetella trematum,123899,4498245,,
Lactobacillus reuteri,1598,2220255,,
Actinotignum schaalii,59505,2159306,,
Micromonospora purpureochromogenes,47872,6674234,,
Staphylococcus pasteuri,45972,2484808,,
Hoeflea sp. IMCC20628,1620421,5119813,,
Pseudomonas amygdali,47877,6201720,,
Rhodobiaceae bacterium,2026785,2156570,,
Pseudomonas corrugata,47879,6124363,,
Pseudomonas azotoformans,47878,6727386,,
Candidatus Midichloria mitochondrii,234827,1183732,,
Mycolicibacterium chubuense,1800,6021188,,
Candidatus Methylopumilus turicensis,1581680,1754988,,
Verrucomicrobium spinosum,2736,8220857,,
Gemella morbillorum,29391,1779451,,
Streptomyces globosus,68209,7535750,,
Xylanimonas cellulosilytica,186189,3831380,,
Mycoplasma anatis,171279,956094,,
Cupriavidus nantongensis,1796606,7136420,,
Novosphingobium tardaugens,169176,4358096,,
Sphingomonas sp. NIC1,1961362,3660563,,
Methylovorus sp. MP688,887061,2862391,,
Microbulbifer aggregans,1769779,3864326,,
Mesoplasma chauliocola,216427,854780,,
Pseudomonas sp. NS1(2017),2025658,6702516,,
Paraburkholderia terricola,169427,7118039,,
Shewanella bicestrii,2018305,5028450,,
Yersinia intermedia,631,4928910,,
Lactobacillus acidipiscis,89059,2607423,,
Microbacterium sp. PAMC 28756,1795053,3539061,,
Psychrobacter sp. AntiMn-1,1720344,3138120,,
Trichodesmium erythraeum,1206,7133750,,
Pseudoalteromonas sp. 1_2015MBL_MicDiv,1720343,4859883,,
Moraxella osloensis,34062,2649137,,
Rickettsia peacockii,47589,1314898,,
Agrococcus carbonis,684552,2773310,,
Mycoavidus cysteinexigens,1553431,2795004,,
Sphingomonas sp. FARSPH,2219696,3761538,,
Paenibacillus sp. FSL R7-0331,1536773,6931270,,
Planococcus sp. PAMC 21323,1526927,3199864,,
Devosia sp. 1566,2499144,4168745,,
Acinetobacter lactucae,1785128,3973648,,
Paenibacillus sp. FSL R5-0345,1536770,6787172,,
Siansivirga zeaxanthinifaciens,762954,3303986,,
Rhizobium tropici,398,6686334,,
Erythrobacter atlanticus,1648404,3226359,,
Sphingorhabdus flavimaris,266812,3292212,,
Alistipes shahii,328814,3561746,,
Novosphingobium pentaromativorans,205844,5457578,,
Lactobacillus kefiranofaciens,267818,2173634,,
Lachnoclostridium phytofermentans,66219,4847594,,
Luteipulveratus mongoliensis,571913,5420910,,
Streptosporangium roseum,2001,10369518,,
Porphyrobacter neustonensis,1112,3090363,,
Rhodococcus sp. YL-1,1045808,7594958,,
Nostocales cyanobacterium HT-58-2,1940762,7899568,,
Alteromonas sp. Mac1,1777491,4696291,,
Opitutus sp. GAS368,1882749,3205280,,
Nitrospirillum amazonense,28077,6897530,,
Paenibacillus sp. FSL H7-0737,1536775,6765710,,
Nostoc sp. PCC 7524,28072,6718869,,
Amphibacillus xylanus,1449,2569486,,
Streptococcus sp. HSISS3,1316412,2399857,,
Nitrospira moscoviensis,42253,4589485,,
Arthrobacter sp. QXT-31,1357915,5041568,,
Jonquetella anthropi,428712,1790058,,
Sphingopyxis sp. QXT-31,1357916,4285026,,
